Date,Start (ET),Visitor team,Visitor team's points,Home team,Home team's points,Attendance,Arena,Notes
"Fri, January 14, 2022",10:00p,Houston Rockets,114,Sacramento Kings,126,"12,857",Golden 1 Center,Regular Season
"Sat, January 15, 2022",6:30p,Toronto Raptors,103,Milwaukee Bucks,96,"17,341",Fiserv Forum,Regular Season
"Sat, January 15, 2022",7:00p,Portland Trail Blazers,115,Washington Wizards,110,"15,124",Capital One Arena,Regular Season
"Sat, January 15, 2022",7:30p,New York Knicks,117,Atlanta Hawks,108,"16,414",State Farm Arena,Regular Season
"Sat, January 15, 2022",7:30p,New Orleans Pelicans,105,Brooklyn Nets,120,"17,034",Barclays Center,Regular Season
"Sat, January 15, 2022",8:00p,Philadelphia 76ers,109,Miami Heat,98,"19,600",FTX Arena,Regular Season
"Sat, January 15, 2022",8:00p,Cleveland Cavaliers,107,Oklahoma City Thunder,102,"15,284",Paycom Center,Regular Season
"Sat, January 15, 2022",8:30p,Chicago Bulls,112,Boston Celtics,114,"19,156",TD Garden,Regular Season
"Sat, January 15, 2022",8:30p,Los Angeles Clippers,94,San Antonio Spurs,101,"13,223",AT&T Center,Regular Season
"Sat, January 15, 2022",9:00p,Los Angeles Lakers,96,Denver Nuggets,133,"19,520",Ball Arena,Regular Season
"Sat, January 15, 2022",9:30p,Orlando Magic,92,Dallas Mavericks,108,"19,816",American Airlines Center,Regular Season
"Sun, January 16, 2022",1:00p,Phoenix Suns,135,Detroit Pistons,108,"18,178",Little Caesars Arena,Regular Season
"Sun, January 16, 2022",6:00p,Houston Rockets,118,Sacramento Kings,112,"13,601",Golden 1 Center,Regular Season
"Sun, January 16, 2022",8:00p,Utah Jazz,125,Denver Nuggets,102,"15,647",Ball Arena,Regular Season
"Sun, January 16, 2022",8:00p,Golden State Warriors,99,Minnesota Timberwolves,119,"17,136",Target Center,Regular Season
"Mon, January 17, 2022",12:30p,New Orleans Pelicans,92,Boston Celtics,104,"19,156",TD Garden,Regular Season
"Mon, January 17, 2022",1:00p,Charlotte Hornets,97,New York Knicks,87,"19,812",Madison Square Garden (IV),Regular Season
"Mon, January 17, 2022",2:00p,Philadelphia 76ers,98,Washington Wizards,117,"14,581",Capital One Arena,Regular Season
"Mon, January 17, 2022",3:00p,Brooklyn Nets,107,Cleveland Cavaliers,114,"18,105",Rocket Mortgage Fieldhouse,Regular Season
"Mon, January 17, 2022",3:30p,Indiana Pacers,133,Los Angeles Clippers,139,"15,080",Crypto.com Arena,Regular Season
"Mon, January 17, 2022",3:30p,Chicago Bulls,106,Memphis Grizzlies,119,"17,794",FedEx Forum,Regular Season
"Mon, January 17, 2022",6:00p,Milwaukee Bucks,114,Atlanta Hawks,121,"16,903",State Farm Arena,Regular Season
"Mon, January 17, 2022",7:00p,Portland Trail Blazers,98,Orlando Magic,88,"13,648",Amway Center,Regular Season
"Mon, January 17, 2022",7:30p,Toronto Raptors,99,Miami Heat,104,"19,600",FTX Arena,Regular Season
"Mon, January 17, 2022",8:30p,Oklahoma City Thunder,102,Dallas Mavericks,104,"19,266",American Airlines Center,Regular Season
"Mon, January 17, 2022",8:30p,Phoenix Suns,121,San Antonio Spurs,107,"10,422",AT&T Center,Regular Season
"Mon, January 17, 2022",10:30p,Utah Jazz,95,Los Angeles Lakers,101,"17,238",Crypto.com Arena,Regular Season
"Tue, January 18, 2022",7:30p,Minnesota Timberwolves,112,New York Knicks,110,"16,071",Madison Square Garden (IV),Regular Season
"Tue, January 18, 2022",10:00p,Detroit Pistons,86,Golden State Warriors,102,"18,064",Chase Center,Regular Season
"Wed, January 19, 2022",7:00p,Orlando Magic,110,Philadelphia 76ers,123,"20,081",Wells Fargo Center,Regular Season
"Wed, January 19, 2022",7:00p,Brooklyn Nets,119,Washington Wizards,118,"15,380",Capital One Arena,Regular Season
"Wed, January 19, 2022",7:30p,Minnesota Timberwolves,122,Atlanta Hawks,134,"15,199",State Farm Arena,Regular Season
"Wed, January 19, 2022",7:30p,Charlotte Hornets,111,Boston Celtics,102,"19,156",TD Garden,Regular Season
"Wed, January 19, 2022",7:30p,Portland Trail Blazers,92,Miami Heat,104,"19,600",FTX Arena,Regular Season
"Wed, January 19, 2022",8:00p,Cleveland Cavaliers,104,Chicago Bulls,117,"20,824",United Center,Regular Season
"Wed, January 19, 2022",8:00p,Memphis Grizzlies,114,Milwaukee Bucks,126,"17,341",Fiserv Forum,Regular Season
"Wed, January 19, 2022",8:30p,Toronto Raptors,98,Dallas Mavericks,102,"19,218",American Airlines Center,Regular Season
"Wed, January 19, 2022",8:30p,Oklahoma City Thunder,96,San Antonio Spurs,118,"11,848",AT&T Center,Regular Season
"Wed, January 19, 2022",9:00p,Houston Rockets,116,Utah Jazz,111,"18,306",Vivint SMarcht Home Arena,Regular Season
"Wed, January 19, 2022",10:00p,Los Angeles Clippers,128,Denver Nuggets,130,"14,547",Ball Arena,Regular Season
"Wed, January 19, 2022",10:00p,Detroit Pistons,133,Sacramento Kings,131,"12,907",Golden 1 Center,Regular Season
"Wed, January 19, 2022",10:30p,Indiana Pacers,111,Los Angeles Lakers,104,"17,818",Crypto.com Arena,Regular Season
"Thu, January 20, 2022",7:30p,Phoenix Suns,109,Dallas Mavericks,101,"18,306",American Airlines Center,Regular Season
"Thu, January 20, 2022",7:30p,New Orleans Pelicans,102,New York Knicks,91,"16,168",Madison Square Garden (IV),Regular Season
"Thu, January 20, 2022",10:00p,Indiana Pacers,121,Golden State Warriors,117,"18,064",Chase Center,Regular Season
"Fri, January 21, 2022",7:00p,Oklahoma City Thunder,98,Charlotte Hornets,121,"15,835",Spectrum Center,Regular Season
"Fri, January 21, 2022",7:00p,Los Angeles Lakers,116,Orlando Magic,105,"18,846",Amway Center,Regular Season
"Fri, January 21, 2022",7:00p,Los Angeles Clippers,102,Philadelphia 76ers,101,"20,182",Wells Fargo Center,Regular Season
"Fri, January 21, 2022",7:30p,Miami Heat,108,Atlanta Hawks,110,"16,385",State Farm Arena,Regular Season
"Fri, January 21, 2022",7:30p,Portland Trail Blazers,109,Boston Celtics,105,"19,156",TD Garden,Regular Season
"Fri, January 21, 2022",8:00p,Chicago Bulls,90,Milwaukee Bucks,94,"18,013",Fiserv Forum,Regular Season
"Fri, January 21, 2022",8:00p,Toronto Raptors,109,Washington Wizards,105,"14,755",Capital One Arena,Regular Season
"Fri, January 21, 2022",8:30p,Brooklyn Nets,117,San Antonio Spurs,102,"15,068",AT&T Center,Regular Season
"Fri, January 21, 2022",9:00p,Memphis Grizzlies,122,Denver Nuggets,118,"17,009",Ball Arena,Regular Season
"Fri, January 21, 2022",9:00p,Detroit Pistons,101,Utah Jazz,111,"18,306",Vivint SMarcht Home Arena,Regular Season
"Fri, January 21, 2022",10:00p,Houston Rockets,103,Golden State Warriors,105,"18,064",Chase Center,Regular Season
"Sat, January 22, 2022",7:00p,Sacramento Kings,127,Milwaukee Bucks,133,"17,341",Fiserv Forum,Regular Season
"Sat, January 22, 2022",8:00p,Oklahoma City Thunder,87,Cleveland Cavaliers,94,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Sat, January 22, 2022",9:00p,Indiana Pacers,103,Phoenix Suns,113,"17,071",Phoenix Suns Arena,Regular Season
"Sun, January 23, 2022",1:00p,Los Angeles Clippers,102,New York Knicks,110,"19,812",Madison Square Garden (IV),Regular Season
"Sun, January 23, 2022",3:30p,Boston Celtics,116,Washington Wizards,87,"16,371",Capital One Arena,Regular Season
"Sun, January 23, 2022",6:00p,Los Angeles Lakers,107,Miami Heat,113,"19,973",FTX Arena,Regular Season
"Sun, January 23, 2022",6:00p,Chicago Bulls,95,Orlando Magic,114,"18,846",Amway Center,Regular Season
"Sun, January 23, 2022",6:00p,Portland Trail Blazers,114,Toronto Raptors,105,,Scotiabank Arena,Regular Season
"Sun, January 23, 2022",7:00p,Atlanta Hawks,113,Charlotte Hornets,91,"15,822",Spectrum Center,Regular Season
"Sun, January 23, 2022",7:00p,Philadelphia 76ers,115,San Antonio Spurs,109,"16,437",AT&T Center,Regular Season
"Sun, January 23, 2022",7:30p,Memphis Grizzlies,91,Dallas Mavericks,104,"19,701",American Airlines Center,Regular Season
"Sun, January 23, 2022",8:00p,Detroit Pistons,111,Denver Nuggets,117,"14,060",Ball Arena,Regular Season
"Sun, January 23, 2022",8:00p,Brooklyn Nets,125,Minnesota Timberwolves,136,"16,475",Target Center,Regular Season
"Sun, January 23, 2022",8:30p,Utah Jazz,92,Golden State Warriors,94,"18,064",Chase Center,Regular Season
"Mon, January 24, 2022",7:00p,New York Knicks,93,Cleveland Cavaliers,95,"17,321",Rocket Mortgage Fieldhouse,Regular Season
"Mon, January 24, 2022",8:00p,Indiana Pacers,113,New Orleans Pelicans,117,"15,581",Smoothie King Center,Regular Season
"Mon, January 24, 2022",8:00p,Chicago Bulls,111,Oklahoma City Thunder,110,"14,378",Paycom Center,Regular Season
"Mon, January 24, 2022",9:00p,Utah Jazz,109,Phoenix Suns,115,"17,071",Phoenix Suns Arena,Regular Season
"Tue, January 25, 2022",7:00p,Denver Nuggets,110,Detroit Pistons,105,"16,023",Little Caesars Arena,Regular Season
"Tue, January 25, 2022",7:00p,New Orleans Pelicans,107,Philadelphia 76ers,117,"20,121",Wells Fargo Center,Regular Season
"Tue, January 25, 2022",7:00p,Charlotte Hornets,113,Toronto Raptors,125,0,Scotiabank Arena,Regular Season
"Tue, January 25, 2022",7:00p,Los Angeles Clippers,116,Washington Wizards,115,"13,544",Capital One Arena,Regular Season
"Tue, January 25, 2022",7:30p,Sacramento Kings,75,Boston Celtics,128,"19,156",TD Garden,Regular Season
"Tue, January 25, 2022",7:30p,Los Angeles Lakers,106,Brooklyn Nets,96,"18,126",Barclays Center,Regular Season
"Tue, January 25, 2022",8:00p,San Antonio Spurs,134,Houston Rockets,104,"15,007",Toyota Center,Regular Season
"Tue, January 25, 2022",10:00p,Dallas Mavericks,92,Golden State Warriors,130,"18,064",Chase Center,Regular Season
"Tue, January 25, 2022",10:00p,Minnesota Timberwolves,109,Portland Trail Blazers,107,"16,422",Moda Center,Regular Season
"Wed, January 26, 2022",7:00p,Milwaukee Bucks,99,Cleveland Cavaliers,115,"18,904",Rocket Mortgage Fieldhouse,Regular Season
"Wed, January 26, 2022",7:00p,Charlotte Hornets,158,Indiana Pacers,126,"14,116",Gainbridge Fieldhouse,Regular Season
"Wed, January 26, 2022",7:00p,Los Angeles Clippers,111,Orlando Magic,102,"12,448",Amway Center,Regular Season
"Wed, January 26, 2022",7:30p,Sacramento Kings,104,Atlanta Hawks,121,"15,080",State Farm Arena,Regular Season
"Wed, January 26, 2022",7:30p,New York Knicks,96,Miami Heat,110,"19,600",FTX Arena,Regular Season
"Wed, January 26, 2022",8:00p,Denver Nuggets,124,Brooklyn Nets,118,"18,011",Barclays Center,Regular Season
"Wed, January 26, 2022",8:00p,Toronto Raptors,105,Chicago Bulls,111,"20,269",United Center,Regular Season
"Wed, January 26, 2022",8:30p,Memphis Grizzlies,118,San Antonio Spurs,110,"14,662",AT&T Center,Regular Season
"Wed, January 26, 2022",10:00p,Dallas Mavericks,132,Portland Trail Blazers,112,"16,334",Moda Center,Regular Season
"Wed, January 26, 2022",10:00p,Phoenix Suns,105,Utah Jazz,97,"18,306",Vivint SMarcht Home Arena,Regular Season
"Thu, January 27, 2022",7:30p,Los Angeles Lakers,87,Philadelphia 76ers,105,"20,953",Wells Fargo Center,Regular Season
"Thu, January 27, 2022",10:00p,Minnesota Timberwolves,115,Golden State Warriors,124,"18,064",Chase Center,Regular Season
"Fri, January 28, 2022",7:00p,Detroit Pistons,103,Orlando Magic,119,"13,156",Amway Center,Regular Season
"Fri, January 28, 2022",7:30p,Boston Celtics,92,Atlanta Hawks,108,"16,932",State Farm Arena,Regular Season
"Fri, January 28, 2022",7:30p,Los Angeles Lakers,114,Charlotte Hornets,117,"19,469",Spectrum Center,Regular Season
"Fri, January 28, 2022",8:00p,Portland Trail Blazers,125,Houston Rockets,110,"16,100",Toyota Center,Regular Season
"Fri, January 28, 2022",8:00p,Utah Jazz,109,Memphis Grizzlies,119,"16,916",FedEx Forum,Regular Season
"Fri, January 28, 2022",8:00p,Los Angeles Clippers,114,Miami Heat,121,"19,600",FTX Arena,Regular Season
"Fri, January 28, 2022",8:00p,Denver Nuggets,116,New Orleans Pelicans,105,"15,254",Smoothie King Center,Regular Season
"Fri, January 28, 2022",8:00p,Indiana Pacers,113,Oklahoma City Thunder,110,"15,106",Paycom Center,Regular Season
"Fri, January 28, 2022",8:30p,Chicago Bulls,122,San Antonio Spurs,131,"18,354",AT&T Center,Regular Season
"Fri, January 28, 2022",9:00p,Minnesota Timberwolves,124,Phoenix Suns,134,"17,071",Phoenix Suns Arena,Regular Season
"Fri, January 28, 2022",10:00p,New York Knicks,108,Milwaukee Bucks,123,"17,341",Fiserv Forum,Regular Season
"Sat, January 29, 2022",7:00p,Indiana Pacers,105,Dallas Mavericks,132,"19,831",American Airlines Center,Regular Season
"Sat, January 29, 2022",7:00p,Boston Celtics,107,New Orleans Pelicans,97,"16,168",Smoothie King Center,Regular Season
"Sat, January 29, 2022",7:30p,Sacramento Kings,101,Philadelphia 76ers,103,"20,380",Wells Fargo Center,Regular Season
"Sat, January 29, 2022",8:00p,Washington Wizards,95,Memphis Grizzlies,115,"17,135",FedEx Forum,Regular Season
"Sat, January 29, 2022",8:00p,Toronto Raptors,124,Miami Heat,120,"19,600",FTX Arena,Regular Season
"Sat, January 29, 2022",8:30p,Brooklyn Nets,106,Golden State Warriors,110,"18,064",Chase Center,Regular Season
"Sun, January 30, 2022",1:00p,Los Angeles Lakers,121,Atlanta Hawks,129,"17,391",State Farm Arena,Regular Season
"Sun, January 30, 2022",1:00p,Los Angeles Clippers,115,Charlotte Hornets,90,"18,674",Spectrum Center,Regular Season
"Sun, January 30, 2022",3:30p,Portland Trail Blazers,116,Chicago Bulls,130,"19,521",United Center,Regular Season
"Sun, January 30, 2022",6:00p,Cleveland Cavaliers,105,Detroit Pistons,115,"16,811",Little Caesars Arena,Regular Season
"Sun, January 30, 2022",7:00p,Denver Nuggets,136,Milwaukee Bucks,100,"17,341",Fiserv Forum,Regular Season
"Sun, January 30, 2022",7:00p,Dallas Mavericks,108,Orlando Magic,110,"13,376",Amway Center,Regular Season
"Sun, January 30, 2022",8:00p,Utah Jazz,106,Minnesota Timberwolves,126,"10,407",Target Center,Regular Season
"Sun, January 30, 2022",8:00p,San Antonio Spurs,110,Phoenix Suns,115,"17,071",Phoenix Suns Arena,Regular Season
"Mon, January 31, 2022",7:00p,New Orleans Pelicans,90,Cleveland Cavaliers,93,"17,637",Rocket Mortgage Fieldhouse,Regular Season
"Mon, January 31, 2022",7:00p,Los Angeles Clippers,116,Indiana Pacers,122,"14,629",Gainbridge Fieldhouse,Regular Season
"Mon, January 31, 2022",7:00p,Memphis Grizzlies,119,Philadelphia 76ers,122,"20,424",Wells Fargo Center,Regular Season
"Mon, January 31, 2022",7:30p,Toronto Raptors,106,Atlanta Hawks,100,"14,168",State Farm Arena,Regular Season
"Mon, January 31, 2022",7:30p,Miami Heat,92,Boston Celtics,122,"19,156",TD Garden,Regular Season
"Mon, January 31, 2022",7:30p,Sacramento Kings,96,New York Knicks,116,"15,925",Madison Square Garden (IV),Regular Season
"Mon, January 31, 2022",8:00p,Golden State Warriors,122,Houston Rockets,108,"16,146",Toyota Center,Regular Season
"Mon, January 31, 2022",8:00p,Portland Trail Blazers,81,Oklahoma City Thunder,98,"13,812",Paycom Center,Regular Season
"Tue, February 1, 2022",7:00p,New Orleans Pelicans,111,Detroit Pistons,101,"15,499",Little Caesars Arena,Regular Season
"Tue, February 1, 2022",7:30p,Washington Wizards,98,Milwaukee Bucks,112,"17,341",Fiserv Forum,Regular Season
"Tue, February 1, 2022",7:30p,Miami Heat,106,Toronto Raptors,110,,Scotiabank Arena,Regular Season
"Tue, February 1, 2022",8:00p,Orlando Magic,115,Chicago Bulls,126,"20,217",United Center,Regular Season
"Tue, February 1, 2022",8:00p,Denver Nuggets,115,Minnesota Timberwolves,130,"15,839",Target Center,Regular Season
"Tue, February 1, 2022",8:30p,Golden State Warriors,124,San Antonio Spurs,120,"17,070",AT&T Center,Regular Season
"Tue, February 1, 2022",10:00p,Brooklyn Nets,111,Phoenix Suns,121,"17,071",Phoenix Suns Arena,Regular Season
"Wed, February 2, 2022",7:00p,Orlando Magic,119,Indiana Pacers,118,"14,528",Gainbridge Fieldhouse,Regular Season
"Wed, February 2, 2022",7:00p,Washington Wizards,106,Philadelphia 76ers,103,"20,089",Wells Fargo Center,Regular Season
"Wed, February 2, 2022",7:30p,Charlotte Hornets,107,Boston Celtics,113,"19,156",TD Garden,Regular Season
"Wed, February 2, 2022",7:30p,Memphis Grizzlies,120,New York Knicks,108,"19,812",Madison Square Garden (IV),Regular Season
"Wed, February 2, 2022",8:00p,Cleveland Cavaliers,104,Houston Rockets,115,"14,163",Toyota Center,Regular Season
"Wed, February 2, 2022",8:30p,Oklahoma City Thunder,120,Dallas Mavericks,114,"19,200",American Airlines Center,Regular Season
"Wed, February 2, 2022",10:00p,Brooklyn Nets,101,Sacramento Kings,112,"13,153",Golden 1 Center,Regular Season
"Wed, February 2, 2022",10:00p,Denver Nuggets,104,Utah Jazz,108,"18,306",Vivint SMarcht Home Arena,Regular Season
"Wed, February 2, 2022",10:30p,Portland Trail Blazers,94,Los Angeles Lakers,99,"17,259",Crypto.com Arena,Regular Season
"Thu, February 3, 2022",7:00p,Minnesota Timberwolves,128,Detroit Pistons,117,"15,523",Little Caesars Arena,Regular Season
"Thu, February 3, 2022",7:00p,Miami Heat,112,San Antonio Spurs,95,"14,971",AT&T Center,Regular Season
"Thu, February 3, 2022",7:30p,Phoenix Suns,115,Atlanta Hawks,124,"16,958",State Farm Arena,Regular Season
"Thu, February 3, 2022",7:30p,Chicago Bulls,120,Toronto Raptors,127,,Scotiabank Arena,Regular Season
"Thu, February 3, 2022",10:00p,Sacramento Kings,114,Golden State Warriors,126,"18,064",Chase Center,Regular Season
"Thu, February 3, 2022",10:00p,Los Angeles Lakers,110,Los Angeles Clippers,111,"19,068",Crypto.com Arena,Regular Season
"Fri, February 4, 2022",7:00p,Cleveland Cavaliers,102,Charlotte Hornets,101,"17,733",Spectrum Center,Regular Season
"Fri, February 4, 2022",7:00p,Boston Celtics,102,Detroit Pistons,93,"17,584",Little Caesars Arena,Regular Season
"Fri, February 4, 2022",7:00p,Chicago Bulls,122,Indiana Pacers,115,"16,355",Gainbridge Fieldhouse,Regular Season
"Fri, February 4, 2022",7:30p,Atlanta Hawks,114,Toronto Raptors,125,,Scotiabank Arena,Regular Season
"Fri, February 4, 2022",8:30p,Houston Rockets,106,San Antonio Spurs,131,"15,344",AT&T Center,Regular Season
"Fri, February 4, 2022",9:00p,New Orleans Pelicans,113,Denver Nuggets,105,"16,152",Ball Arena,Regular Season
"Fri, February 4, 2022",9:00p,Brooklyn Nets,102,Utah Jazz,125,"18,306",Vivint SMarcht Home Arena,Regular Season
"Fri, February 4, 2022",10:00p,Philadelphia 76ers,98,Dallas Mavericks,107,"19,200",American Airlines Center,Regular Season
"Fri, February 4, 2022",10:00p,Oklahoma City Thunder,96,Portland Trail Blazers,93,"15,329",Moda Center,Regular Season
"Sat, February 5, 2022",5:00p,Memphis Grizzlies,135,Orlando Magic,115,"18,846",Amway Center,Regular Season
"Sat, February 5, 2022",7:00p,Miami Heat,104,Charlotte Hornets,86,"19,420",Spectrum Center,Regular Season
"Sat, February 5, 2022",7:00p,Phoenix Suns,95,Washington Wizards,80,"18,058",Capital One Arena,Regular Season
"Sat, February 5, 2022",8:30p,New York Knicks,115,Los Angeles Lakers,122,"18,997",Crypto.com Arena,Regular Season
"Sat, February 5, 2022",10:00p,Milwaukee Bucks,137,Portland Trail Blazers,108,"19,393",Moda Center,Regular Season
"Sat, February 5, 2022",10:00p,Oklahoma City Thunder,103,Sacramento Kings,113,"14,097",Golden 1 Center,Regular Season
"Sun, February 6, 2022",3:30p,Philadelphia 76ers,119,Chicago Bulls,108,"20,233",United Center,Regular Season
"Sun, February 6, 2022",3:30p,Brooklyn Nets,104,Denver Nuggets,124,"18,241",Ball Arena,Regular Season
"Sun, February 6, 2022",3:30p,Detroit Pistons,105,Minnesota Timberwolves,118,"16,487",Target Center,Regular Season
"Sun, February 6, 2022",6:00p,Indiana Pacers,85,Cleveland Cavaliers,98,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Sun, February 6, 2022",6:00p,Atlanta Hawks,94,Dallas Mavericks,103,"19,887",American Airlines Center,Regular Season
"Sun, February 6, 2022",6:00p,Boston Celtics,116,Orlando Magic,83,"14,402",Amway Center,Regular Season
"Sun, February 6, 2022",7:00p,New Orleans Pelicans,120,Houston Rockets,107,"15,702",Toyota Center,Regular Season
"Sun, February 6, 2022",9:00p,Milwaukee Bucks,137,Los Angeles Clippers,113,"17,395",Crypto.com Arena,Regular Season
"Mon, February 7, 2022",7:00p,Toronto Raptors,116,Charlotte Hornets,101,"14,102",Spectrum Center,Regular Season
"Mon, February 7, 2022",7:00p,Miami Heat,121,Washington Wizards,100,"14,222",Capital One Arena,Regular Season
"Mon, February 7, 2022",8:00p,Phoenix Suns,127,Chicago Bulls,124,"20,615",United Center,Regular Season
"Mon, February 7, 2022",8:00p,Golden State Warriors,110,Oklahoma City Thunder,98,"17,009",Paycom Center,Regular Season
"Mon, February 7, 2022",9:00p,New York Knicks,104,Utah Jazz,113,"18,306",Vivint SMarcht Home Arena,Regular Season
"Tue, February 8, 2022",7:00p,Phoenix Suns,114,Philadelphia 76ers,109,"20,720",Wells Fargo Center,Regular Season
"Tue, February 8, 2022",7:30p,Indiana Pacers,112,Atlanta Hawks,133,"14,265",State Farm Arena,Regular Season
"Tue, February 8, 2022",7:30p,Boston Celtics,126,Brooklyn Nets,91,"17,732",Barclays Center,Regular Season
"Tue, February 8, 2022",8:00p,Los Angeles Clippers,109,Memphis Grizzlies,135,"16,101",FedEx Forum,Regular Season
"Tue, February 8, 2022",8:00p,Houston Rockets,97,New Orleans Pelicans,110,"15,121",Smoothie King Center,Regular Season
"Tue, February 8, 2022",8:30p,Detroit Pistons,86,Dallas Mavericks,116,"19,200",American Airlines Center,Regular Season
"Tue, February 8, 2022",9:00p,New York Knicks,115,Denver Nuggets,132,"15,093",Ball Arena,Regular Season
"Tue, February 8, 2022",10:00p,Milwaukee Bucks,131,Los Angeles Lakers,116,"18,997",Crypto.com Arena,Regular Season
"Tue, February 8, 2022",10:00p,Orlando Magic,113,Portland Trail Blazers,95,"16,024",Moda Center,Regular Season
"Tue, February 8, 2022",10:00p,Minnesota Timberwolves,134,Sacramento Kings,114,"12,409",Golden 1 Center,Regular Season
"Wed, February 9, 2022",7:00p,San Antonio Spurs,92,Cleveland Cavaliers,105,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Wed, February 9, 2022",7:30p,Chicago Bulls,121,Charlotte Hornets,109,"19,099",Spectrum Center,Regular Season
"Wed, February 9, 2022",8:00p,Toronto Raptors,117,Oklahoma City Thunder,98,"13,858",Paycom Center,Regular Season
"Wed, February 9, 2022",10:00p,Los Angeles Lakers,105,Portland Trail Blazers,107,"19,393",Moda Center,Regular Season
"Wed, February 9, 2022",10:00p,Minnesota Timberwolves,119,Sacramento Kings,132,"12,527",Golden 1 Center,Regular Season
"Wed, February 9, 2022",10:00p,Golden State Warriors,85,Utah Jazz,111,"18,306",Vivint SMarcht Home Arena,Regular Season
"Thu, February 10, 2022",7:00p,Memphis Grizzlies,132,Detroit Pistons,107,"18,744",Little Caesars Arena,Regular Season
"Thu, February 10, 2022",7:30p,Miami Heat,112,New Orleans Pelicans,97,"16,672",Smoothie King Center,Regular Season
"Thu, February 10, 2022",7:30p,Brooklyn Nets,112,Washington Wizards,113,"15,204",Capital One Arena,Regular Season
"Thu, February 10, 2022",8:00p,Toronto Raptors,139,Houston Rockets,120,"16,129",Toyota Center,Regular Season
"Thu, February 10, 2022",8:30p,Los Angeles Clippers,105,Dallas Mavericks,112,"19,532",American Airlines Center,Regular Season
"Thu, February 10, 2022",10:00p,New York Knicks,116,Golden State Warriors,114,"18,064",Chase Center,Regular Season
"Thu, February 10, 2022",10:00p,Milwaukee Bucks,107,Phoenix Suns,131,"17,071",Phoenix Suns Arena,Regular Season
"Fri, February 11, 2022",7:00p,Charlotte Hornets,141,Detroit Pistons,119,"20,088",Little Caesars Arena,Regular Season
"Fri, February 11, 2022",7:00p,Cleveland Cavaliers,120,Indiana Pacers,113,"15,075",Gainbridge Fieldhouse,Regular Season
"Fri, February 11, 2022",7:00p,Oklahoma City Thunder,87,Philadelphia 76ers,100,"20,669",Wells Fargo Center,Regular Season
"Fri, February 11, 2022",7:30p,San Antonio Spurs,136,Atlanta Hawks,121,"17,234",State Farm Arena,Regular Season
"Fri, February 11, 2022",7:30p,Denver Nuggets,102,Boston Celtics,108,"19,156",TD Garden,Regular Season
"Fri, February 11, 2022",8:00p,Minnesota Timberwolves,122,Chicago Bulls,134,"20,092",United Center,Regular Season
"Fri, February 11, 2022",9:00p,Orlando Magic,99,Utah Jazz,114,"18,306",Vivint SMarcht Home Arena,Regular Season
"Sat, February 12, 2022",5:00p,New York Knicks,103,Portland Trail Blazers,112,"18,521",Moda Center,Regular Season
"Sat, February 12, 2022",7:00p,Memphis Grizzlies,125,Charlotte Hornets,118,"19,454",Spectrum Center,Regular Season
"Sat, February 12, 2022",7:00p,San Antonio Spurs,124,New Orleans Pelicans,114,"16,615",Smoothie King Center,Regular Season
"Sat, February 12, 2022",7:00p,Sacramento Kings,123,Washington Wizards,110,"14,169",Capital One Arena,Regular Season
"Sat, February 12, 2022",7:30p,Cleveland Cavaliers,93,Philadelphia 76ers,103,"21,057",Wells Fargo Center,Regular Season
"Sat, February 12, 2022",7:30p,Denver Nuggets,110,Toronto Raptors,109,0,Scotiabank Arena,Regular Season
"Sat, February 12, 2022",8:00p,Oklahoma City Thunder,101,Chicago Bulls,106,"20,072",United Center,Regular Season
"Sat, February 12, 2022",8:00p,Brooklyn Nets,111,Miami Heat,115,"19,600",FTX Arena,Regular Season
"Sat, February 12, 2022",8:30p,Los Angeles Clippers,99,Dallas Mavericks,97,"20,028",American Airlines Center,Regular Season
"Sat, February 12, 2022",8:30p,Los Angeles Lakers,115,Golden State Warriors,117,"18,064",Chase Center,Regular Season
"Sat, February 12, 2022",9:00p,Orlando Magic,105,Phoenix Suns,132,"17,071",Phoenix Suns Arena,Regular Season
"Sun, February 13, 2022",2:00p,Atlanta Hawks,95,Boston Celtics,105,"19,156",TD Garden,Regular Season
"Sun, February 13, 2022",3:00p,Minnesota Timberwolves,129,Indiana Pacers,120,"13,532",Gainbridge Fieldhouse,Regular Season
"Mon, February 14, 2022",7:00p,Detroit Pistons,94,Washington Wizards,103,"10,793",Capital One Arena,Regular Season
"Mon, February 14, 2022",7:30p,Sacramento Kings,85,Brooklyn Nets,109,"16,873",Barclays Center,Regular Season
"Mon, February 14, 2022",7:30p,Oklahoma City Thunder,127,New York Knicks,123,"18,433",Madison Square Garden (IV),Regular Season
"Mon, February 14, 2022",8:00p,San Antonio Spurs,109,Chicago Bulls,120,"21,153",United Center,Regular Season
"Mon, February 14, 2022",8:00p,Portland Trail Blazers,122,Milwaukee Bucks,107,"17,341",Fiserv Forum,Regular Season
"Mon, February 14, 2022",8:00p,Toronto Raptors,90,New Orleans Pelicans,120,"15,319",Smoothie King Center,Regular Season
"Mon, February 14, 2022",9:00p,Orlando Magic,111,Denver Nuggets,121,"15,025",Ball Arena,Regular Season
"Mon, February 14, 2022",9:00p,Houston Rockets,101,Utah Jazz,135,"18,306",Vivint SMarcht Home Arena,Regular Season
