Date,Start (ET),Visitor team,Visitor team's points,Home team,Home team's points,Attendance,Arena,Notes
"Tue, October 19, 2021",7:30p,Brooklyn Nets,104,Milwaukee Bucks,127,"17,341",Fiserv Forum,Regular Season
"Tue, October 19, 2021",10:00p,Golden State Warriors,121,Los Angeles Lakers,114,"18,997",Crypto.com Arena,Regular Season
"Wed, October 20, 2021",7:00p,Indiana Pacers,122,Charlotte Hornets,123,"15,521",Spectrum Center,Regular Season
"Wed, October 20, 2021",7:00p,Chicago Bulls,94,Detroit Pistons,88,"20,088",Little Caesars Arena,Regular Season
"Wed, October 20, 2021",7:30p,Boston Celtics,134,New York Knicks,138,"19,812",Madison Square Garden (IV),Regular Season
"Wed, October 20, 2021",7:30p,Washington Wizards,98,Toronto Raptors,83,"19,800",Scotiabank Arena,Regular Season
"Wed, October 20, 2021",8:00p,Cleveland Cavaliers,121,Memphis Grizzlies,132,"15,975",FedEx Forum,Regular Season
"Wed, October 20, 2021",8:00p,Houston Rockets,106,Minnesota Timberwolves,124,"16,079",Target Center,Regular Season
"Wed, October 20, 2021",8:00p,Philadelphia 76ers,117,New Orleans Pelicans,97,"12,845",Smoothie King Center,Regular Season
"Wed, October 20, 2021",8:30p,Orlando Magic,97,San Antonio Spurs,123,"16,697",AT&T Center,Regular Season
"Wed, October 20, 2021",9:00p,Oklahoma City Thunder,86,Utah Jazz,107,"18,306",Vivint SMarcht Home Arena,Regular Season
"Wed, October 20, 2021",10:00p,Sacramento Kings,124,Portland Trail Blazers,121,"17,467",Moda Center,Regular Season
"Wed, October 20, 2021",10:00p,Denver Nuggets,110,Phoenix Suns,98,"16,074",Phoenix Suns Arena,Regular Season
"Thu, October 21, 2021",7:30p,Dallas Mavericks,87,Atlanta Hawks,113,"17,162",State Farm Arena,Regular Season
"Thu, October 21, 2021",8:00p,Milwaukee Bucks,95,Miami Heat,137,"19,600",FTX Arena,Regular Season
"Thu, October 21, 2021",10:00p,Los Angeles Clippers,113,Golden State Warriors,115,"18,064",Chase Center,Regular Season
"Fri, October 22, 2021",7:00p,New York Knicks,121,Orlando Magic,96,"18,846",Amway Center,Regular Season
"Fri, October 22, 2021",7:00p,Indiana Pacers,134,Washington Wizards,135,"15,407",Capital One Arena,Regular Season
"Fri, October 22, 2021",7:00p,Charlotte Hornets,123,Cleveland Cavaliers,112,"17,116",Rocket Mortgage Fieldhouse,Regular Season
"Fri, October 22, 2021",7:30p,Toronto Raptors,115,Boston Celtics,83,"19,156",TD Garden,Regular Season
"Fri, October 22, 2021",7:30p,Brooklyn Nets,114,Philadelphia 76ers,109,"20,367",Wells Fargo Center,Regular Season
"Fri, October 22, 2021",8:00p,Oklahoma City Thunder,91,Houston Rockets,124,"15,674",Toyota Center,Regular Season
"Fri, October 22, 2021",8:00p,New Orleans Pelicans,112,Chicago Bulls,128,"20,995",United Center,Regular Season
"Fri, October 22, 2021",9:00p,San Antonio Spurs,96,Denver Nuggets,102,"19,520",Ball Arena,Regular Season
"Fri, October 22, 2021",10:00p,Phoenix Suns,115,Los Angeles Lakers,105,"18,997",Crypto.com Arena,Regular Season
"Fri, October 22, 2021",10:00p,Utah Jazz,110,Sacramento Kings,101,"17,583",Golden 1 Center,Regular Season
"Sat, October 23, 2021",6:00p,Atlanta Hawks,95,Cleveland Cavaliers,101,"16,846",Rocket Mortgage Fieldhouse,Regular Season
"Sat, October 23, 2021",7:00p,Miami Heat,91,Indiana Pacers,102,"17,147",Gainbridge Fieldhouse,Regular Season
"Sat, October 23, 2021",7:30p,Dallas Mavericks,103,Toronto Raptors,95,"19,800",Scotiabank Arena,Regular Season
"Sat, October 23, 2021",8:00p,Detroit Pistons,82,Chicago Bulls,97,"18,888",United Center,Regular Season
"Sat, October 23, 2021",8:00p,New Orleans Pelicans,89,Minnesota Timberwolves,96,"15,343",Target Center,Regular Season
"Sat, October 23, 2021",8:30p,Milwaukee Bucks,121,San Antonio Spurs,111,"14,353",AT&T Center,Regular Season
"Sat, October 23, 2021",10:00p,Phoenix Suns,105,Portland Trail Blazers,134,"18,558",Moda Center,Regular Season
"Sat, October 23, 2021",10:30p,Memphis Grizzlies,120,Los Angeles Clippers,114,"16,748",Crypto.com Arena,Regular Season
"Sun, October 24, 2021",4:00p,Charlotte Hornets,111,Brooklyn Nets,95,"17,732",Barclays Center,Regular Season
"Sun, October 24, 2021",7:00p,Boston Celtics,107,Houston Rockets,97,"16,069",Toyota Center,Regular Season
"Sun, October 24, 2021",7:00p,Orlando Magic,110,New York Knicks,104,"16,273",Madison Square Garden (IV),Regular Season
"Sun, October 24, 2021",7:00p,Philadelphia 76ers,115,Oklahoma City Thunder,103,"14,256",Paycom Center,Regular Season
"Sun, October 24, 2021",9:00p,Golden State Warriors,119,Sacramento Kings,107,"13,876",Golden 1 Center,Regular Season
"Sun, October 24, 2021",9:30p,Memphis Grizzlies,118,Los Angeles Lakers,121,"18,997",Crypto.com Arena,Regular Season
"Mon, October 25, 2021",7:00p,Boston Celtics,140,Charlotte Hornets,129,"17,238",Spectrum Center,Regular Season
"Mon, October 25, 2021",7:00p,Milwaukee Bucks,119,Indiana Pacers,109,"10,339",Gainbridge Fieldhouse,Regular Season
"Mon, October 25, 2021",7:30p,Chicago Bulls,111,Toronto Raptors,108,"19,800",Scotiabank Arena,Regular Season
"Mon, October 25, 2021",7:30p,Orlando Magic,90,Miami Heat,107,"19,600",FTX Arena,Regular Season
"Mon, October 25, 2021",7:30p,Washington Wizards,90,Brooklyn Nets,104,"14,487",Barclays Center,Regular Season
"Mon, October 25, 2021",7:30p,Detroit Pistons,104,Atlanta Hawks,122,"14,209",State Farm Arena,Regular Season
"Mon, October 25, 2021",8:00p,New Orleans Pelicans,107,Minnesota Timberwolves,98,"14,435",Target Center,Regular Season
"Mon, October 25, 2021",9:00p,Cleveland Cavaliers,99,Denver Nuggets,87,"14,221",Ball Arena,Regular Season
"Mon, October 25, 2021",10:30p,Portland Trail Blazers,86,Los Angeles Clippers,116,"15,672",Crypto.com Arena,Regular Season
"Tue, October 26, 2021",7:30p,Philadelphia 76ers,99,New York Knicks,112,"15,218",Madison Square Garden (IV),Regular Season
"Tue, October 26, 2021",8:00p,Golden State Warriors,106,Oklahoma City Thunder,98,0,Paycom Center,Regular Season
"Tue, October 26, 2021",8:30p,Los Angeles Lakers,125,San Antonio Spurs,121,"18,354",AT&T Center,Regular Season
"Tue, October 26, 2021",8:30p,Houston Rockets,106,Dallas Mavericks,116,"19,337",American Airlines Center,Regular Season
"Tue, October 26, 2021",10:00p,Denver Nuggets,110,Utah Jazz,122,"18,306",Vivint SMarcht Home Arena,Regular Season
"Wed, October 27, 2021",7:00p,Charlotte Hornets,120,Orlando Magic,111,"14,082",Amway Center,Regular Season
"Wed, October 27, 2021",7:30p,Washington Wizards,116,Boston Celtics,107,"19,156",TD Garden,Regular Season
"Wed, October 27, 2021",7:30p,Miami Heat,106,Brooklyn Nets,93,"17,732",Barclays Center,Regular Season
"Wed, October 27, 2021",7:30p,Indiana Pacers,100,Toronto Raptors,118,"19,800",Scotiabank Arena,Regular Season
"Wed, October 27, 2021",7:30p,Atlanta Hawks,102,New Orleans Pelicans,99,"15,541",Smoothie King Center,Regular Season
"Wed, October 27, 2021",8:00p,Minnesota Timberwolves,113,Milwaukee Bucks,108,"17,341",Fiserv Forum,Regular Season
"Wed, October 27, 2021",8:00p,Los Angeles Lakers,115,Oklahoma City Thunder,123,"15,783",Paycom Center,Regular Season
"Wed, October 27, 2021",10:00p,Sacramento Kings,110,Phoenix Suns,107,"14,678",Phoenix Suns Arena,Regular Season
"Wed, October 27, 2021",10:00p,Memphis Grizzlies,96,Portland Trail Blazers,116,"16,241",Moda Center,Regular Season
"Wed, October 27, 2021",10:30p,Cleveland Cavaliers,92,Los Angeles Clippers,79,"13,276",Crypto.com Arena,Regular Season
"Thu, October 28, 2021",7:00p,Atlanta Hawks,111,Washington Wizards,122,"13,653",Capital One Arena,Regular Season
"Thu, October 28, 2021",7:00p,Detroit Pistons,102,Philadelphia 76ers,110,"20,017",Wells Fargo Center,Regular Season
"Thu, October 28, 2021",8:00p,Utah Jazz,122,Houston Rockets,91,"15,858",Toyota Center,Regular Season
"Thu, October 28, 2021",8:00p,New York Knicks,104,Chicago Bulls,103,"20,972",United Center,Regular Season
"Thu, October 28, 2021",8:30p,San Antonio Spurs,99,Dallas Mavericks,104,"19,228",American Airlines Center,Regular Season
"Thu, October 28, 2021",10:00p,Memphis Grizzlies,104,Golden State Warriors,101,"18,064",Chase Center,Regular Season
"Fri, October 29, 2021",7:00p,Orlando Magic,109,Toronto Raptors,110,"19,800",Scotiabank Arena,Regular Season
"Fri, October 29, 2021",7:30p,Charlotte Hornets,99,Miami Heat,114,"19,600",FTX Arena,Regular Season
"Fri, October 29, 2021",7:30p,Indiana Pacers,98,Brooklyn Nets,105,"16,139",Barclays Center,Regular Season
"Fri, October 29, 2021",8:00p,Sacramento Kings,113,New Orleans Pelicans,109,"17,507",Smoothie King Center,Regular Season
"Fri, October 29, 2021",10:00p,Dallas Mavericks,75,Denver Nuggets,106,"18,315",Ball Arena,Regular Season
"Fri, October 29, 2021",10:00p,Los Angeles Clippers,92,Portland Trail Blazers,111,"16,510",Moda Center,Regular Season
"Fri, October 29, 2021",10:30p,Cleveland Cavaliers,101,Los Angeles Lakers,113,"18,997",Crypto.com Arena,Regular Season
"Sat, October 30, 2021",5:00p,Boston Celtics,112,Washington Wizards,115,"15,813",Capital One Arena,Regular Season
"Sat, October 30, 2021",7:00p,Orlando Magic,103,Detroit Pistons,110,"11,423",Little Caesars Arena,Regular Season
"Sat, October 30, 2021",7:00p,New York Knicks,123,New Orleans Pelicans,117,"16,508",Smoothie King Center,Regular Season
"Sat, October 30, 2021",7:30p,Toronto Raptors,97,Indiana Pacers,94,"10,578",Gainbridge Fieldhouse,Regular Season
"Sat, October 30, 2021",7:30p,Atlanta Hawks,94,Philadelphia 76ers,122,"20,031",Wells Fargo Center,Regular Season
"Sat, October 30, 2021",8:00p,Utah Jazz,99,Chicago Bulls,107,"20,668",United Center,Regular Season
"Sat, October 30, 2021",8:00p,Miami Heat,129,Memphis Grizzlies,103,"15,989",FedEx Forum,Regular Season
"Sat, October 30, 2021",8:00p,San Antonio Spurs,102,Milwaukee Bucks,93,"17,341",Fiserv Forum,Regular Season
"Sat, October 30, 2021",8:30p,Oklahoma City Thunder,82,Golden State Warriors,103,"18,064",Chase Center,Regular Season
"Sat, October 30, 2021",9:00p,Denver Nuggets,93,Minnesota Timberwolves,91,"17,136",Target Center,Regular Season
"Sat, October 30, 2021",10:00p,Cleveland Cavaliers,92,Phoenix Suns,101,"14,516",Phoenix Suns Arena,Regular Season
"Sun, October 31, 2021",3:30p,Sacramento Kings,99,Dallas Mavericks,105,"19,231",American Airlines Center,Regular Season
"Sun, October 31, 2021",7:00p,Portland Trail Blazers,113,Charlotte Hornets,125,"14,960",Spectrum Center,Regular Season
"Sun, October 31, 2021",7:00p,Utah Jazz,107,Milwaukee Bucks,95,"17,341",Fiserv Forum,Regular Season
"Sun, October 31, 2021",7:30p,Detroit Pistons,91,Brooklyn Nets,117,"13,507",Barclays Center,Regular Season
"Sun, October 31, 2021",10:30p,Houston Rockets,85,Los Angeles Lakers,95,"16,448",Crypto.com Arena,Regular Season
"Mon, November 1, 2021",7:00p,Cleveland Cavaliers,113,Charlotte Hornets,110,"13,889",Spectrum Center,Regular Season
"Mon, November 1, 2021",7:00p,San Antonio Spurs,118,Indiana Pacers,131,"10,227",Gainbridge Fieldhouse,Regular Season
"Mon, November 1, 2021",7:00p,Portland Trail Blazers,103,Philadelphia 76ers,113,"20,115",Wells Fargo Center,Regular Season
"Mon, November 1, 2021",7:30p,Washington Wizards,111,Atlanta Hawks,118,"14,632",State Farm Arena,Regular Season
"Mon, November 1, 2021",7:30p,Chicago Bulls,128,Boston Celtics,114,"19,156",TD Garden,Regular Season
"Mon, November 1, 2021",7:30p,Toronto Raptors,113,New York Knicks,104,"16,528",Madison Square Garden (IV),Regular Season
"Mon, November 1, 2021",8:00p,Denver Nuggets,97,Memphis Grizzlies,106,"12,683",FedEx Forum,Regular Season
"Mon, November 1, 2021",8:00p,Orlando Magic,115,Minnesota Timberwolves,97,"14,744",Target Center,Regular Season
"Mon, November 1, 2021",10:30p,Oklahoma City Thunder,94,Los Angeles Clippers,99,"13,722",Crypto.com Arena,Regular Season
"Tue, November 2, 2021",7:00p,Milwaukee Bucks,117,Detroit Pistons,89,"9,254",Little Caesars Arena,Regular Season
"Tue, November 2, 2021",7:30p,Miami Heat,125,Dallas Mavericks,110,"19,255",American Airlines Center,Regular Season
"Tue, November 2, 2021",9:00p,Sacramento Kings,113,Utah Jazz,119,"18,306",Vivint SMarcht Home Arena,Regular Season
"Tue, November 2, 2021",10:00p,New Orleans Pelicans,100,Phoenix Suns,112,"14,323",Phoenix Suns Arena,Regular Season
"Tue, November 2, 2021",10:30p,Houston Rockets,117,Los Angeles Lakers,119,"18,997",Crypto.com Arena,Regular Season
"Wed, November 3, 2021",7:00p,Portland Trail Blazers,104,Cleveland Cavaliers,107,"16,231",Rocket Mortgage Fieldhouse,Regular Season
"Wed, November 3, 2021",7:00p,New York Knicks,98,Indiana Pacers,111,"11,607",Gainbridge Fieldhouse,Regular Season
"Wed, November 3, 2021",7:00p,Boston Celtics,92,Orlando Magic,79,"12,735",Amway Center,Regular Season
"Wed, November 3, 2021",7:00p,Chicago Bulls,98,Philadelphia 76ers,103,"20,438",Wells Fargo Center,Regular Season
"Wed, November 3, 2021",7:00p,Toronto Raptors,109,Washington Wizards,100,"13,538",Capital One Arena,Regular Season
"Wed, November 3, 2021",7:30p,Atlanta Hawks,108,Brooklyn Nets,117,"17,323",Barclays Center,Regular Season
"Wed, November 3, 2021",8:00p,Denver Nuggets,106,Memphis Grizzlies,108,"12,977",FedEx Forum,Regular Season
"Wed, November 3, 2021",8:00p,Los Angeles Clippers,126,Minnesota Timberwolves,115,"15,386",Target Center,Regular Season
"Wed, November 3, 2021",8:30p,Dallas Mavericks,109,San Antonio Spurs,108,"16,356",AT&T Center,Regular Season
"Wed, November 3, 2021",10:00p,Charlotte Hornets,92,Golden State Warriors,114,"18,064",Chase Center,Regular Season
"Wed, November 3, 2021",10:00p,New Orleans Pelicans,99,Sacramento Kings,112,0,Golden 1 Center,Regular Season
"Thu, November 4, 2021",7:00p,Philadelphia 76ers,109,Detroit Pistons,98,"8,702",Little Caesars Arena,Regular Season
"Thu, November 4, 2021",7:30p,Utah Jazz,116,Atlanta Hawks,98,"16,590",State Farm Arena,Regular Season
"Thu, November 4, 2021",7:30p,Boston Celtics,95,Miami Heat,78,"19,600",FTX Arena,Regular Season
"Thu, November 4, 2021",10:00p,Houston Rockets,111,Phoenix Suns,123,"15,058",Phoenix Suns Arena,Regular Season
"Thu, November 4, 2021",10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,104,"18,997",Crypto.com Arena,Regular Season
"Fri, November 5, 2021",7:00p,Brooklyn Nets,96,Detroit Pistons,90,"14,235",Little Caesars Arena,Regular Season
"Fri, November 5, 2021",7:00p,San Antonio Spurs,102,Orlando Magic,89,"14,101",Amway Center,Regular Season
"Fri, November 5, 2021",7:00p,Memphis Grizzlies,87,Washington Wizards,115,"16,302",Capital One Arena,Regular Season
"Fri, November 5, 2021",7:30p,New York Knicks,113,Milwaukee Bucks,98,"17,341",Fiserv Forum,Regular Season
"Fri, November 5, 2021",7:30p,Cleveland Cavaliers,102,Toronto Raptors,101,"19,800",Scotiabank Arena,Regular Season
"Fri, November 5, 2021",8:00p,Los Angeles Clippers,104,Minnesota Timberwolves,84,"17,136",Target Center,Regular Season
"Fri, November 5, 2021",10:00p,New Orleans Pelicans,85,Golden State Warriors,126,"18,064",Chase Center,Regular Season
"Fri, November 5, 2021",10:00p,Indiana Pacers,106,Portland Trail Blazers,110,"16,841",Moda Center,Regular Season
"Fri, November 5, 2021",10:00p,Charlotte Hornets,110,Sacramento Kings,140,"14,905",Golden 1 Center,Regular Season
"Sat, November 6, 2021",5:00p,Houston Rockets,94,Denver Nuggets,95,"16,046",Ball Arena,Regular Season
"Sat, November 6, 2021",7:30p,Utah Jazz,115,Miami Heat,118,"19,600",FTX Arena,Regular Season
"Sat, November 6, 2021",8:00p,Philadelphia 76ers,114,Chicago Bulls,105,"20,936",United Center,Regular Season
"Sat, November 6, 2021",8:30p,Boston Celtics,104,Dallas Mavericks,107,"20,052",American Airlines Center,Regular Season
"Sat, November 6, 2021",10:00p,Atlanta Hawks,117,Phoenix Suns,121,"15,412",Phoenix Suns Arena,Regular Season
"Sat, November 6, 2021",10:30p,Los Angeles Lakers,90,Portland Trail Blazers,105,"19,393",Moda Center,Regular Season
"Sun, November 7, 2021",3:30p,Brooklyn Nets,116,Toronto Raptors,103,"19,800",Scotiabank Arena,Regular Season
"Sun, November 7, 2021",6:00p,Cleveland Cavaliers,126,New York Knicks,109,"19,040",Madison Square Garden (IV),Regular Season
"Sun, November 7, 2021",6:00p,Utah Jazz,100,Orlando Magic,107,"13,386",Amway Center,Regular Season
"Sun, November 7, 2021",6:00p,Indiana Pacers,94,Sacramento Kings,91,"12,993",Golden 1 Center,Regular Season
"Sun, November 7, 2021",6:00p,Milwaukee Bucks,94,Washington Wizards,101,"15,570",Capital One Arena,Regular Season
"Sun, November 7, 2021",7:00p,San Antonio Spurs,94,Oklahoma City Thunder,99,"12,972",Paycom Center,Regular Season
"Sun, November 7, 2021",8:30p,Houston Rockets,107,Golden State Warriors,120,"18,064",Chase Center,Regular Season
"Sun, November 7, 2021",9:00p,Charlotte Hornets,106,Los Angeles Clippers,120,"15,781",Crypto.com Arena,Regular Season
"Mon, November 8, 2021",7:00p,New York Knicks,103,Philadelphia 76ers,96,"20,224",Wells Fargo Center,Regular Season
"Mon, November 8, 2021",8:00p,Brooklyn Nets,95,Chicago Bulls,118,"19,459",United Center,Regular Season
"Mon, November 8, 2021",8:00p,Minnesota Timberwolves,118,Memphis Grizzlies,125,"12,416",FedEx Forum,Regular Season
"Mon, November 8, 2021",8:30p,New Orleans Pelicans,92,Dallas Mavericks,108,"19,231",American Airlines Center,Regular Season
"Mon, November 8, 2021",9:00p,Miami Heat,96,Denver Nuggets,113,"15,577",Ball Arena,Regular Season
"Mon, November 8, 2021",10:00p,Atlanta Hawks,113,Golden State Warriors,127,"18,064",Chase Center,Regular Season
"Mon, November 8, 2021",10:00p,Phoenix Suns,109,Sacramento Kings,104,"13,566",Golden 1 Center,Regular Season
"Mon, November 8, 2021",10:30p,Charlotte Hornets,123,Los Angeles Lakers,126,"18,997",Crypto.com Arena,Regular Season
"Tue, November 9, 2021",7:30p,Milwaukee Bucks,118,Philadelphia 76ers,109,"20,029",Wells Fargo Center,Regular Season
"Tue, November 9, 2021",9:00p,Atlanta Hawks,98,Utah Jazz,110,"18,306",Vivint SMarcht Home Arena,Regular Season
"Tue, November 9, 2021",10:00p,Portland Trail Blazers,109,Los Angeles Clippers,117,"14,131",Crypto.com Arena,Regular Season
"Wed, November 10, 2021",7:00p,Washington Wizards,97,Cleveland Cavaliers,94,"18,056",Rocket Mortgage Fieldhouse,Regular Season
"Wed, November 10, 2021",7:00p,Brooklyn Nets,123,Orlando Magic,90,"13,882",Amway Center,Regular Season
"Wed, November 10, 2021",7:30p,Toronto Raptors,88,Boston Celtics,104,"19,156",TD Garden,Regular Season
"Wed, November 10, 2021",7:30p,Detroit Pistons,112,Houston Rockets,104,"15,350",Toyota Center,Regular Season
"Wed, November 10, 2021",7:30p,Milwaukee Bucks,112,New York Knicks,100,"18,027",Madison Square Garden (IV),Regular Season
"Wed, November 10, 2021",8:00p,Dallas Mavericks,107,Chicago Bulls,117,"20,910",United Center,Regular Season
"Wed, November 10, 2021",8:00p,Charlotte Hornets,118,Memphis Grizzlies,108,"13,880",FedEx Forum,Regular Season
"Wed, November 10, 2021",8:00p,Oklahoma City Thunder,108,New Orleans Pelicans,100,"15,355",Smoothie King Center,Regular Season
"Wed, November 10, 2021",8:30p,Sacramento Kings,117,San Antonio Spurs,136,"15,065",AT&T Center,Regular Season
"Wed, November 10, 2021",9:00p,Indiana Pacers,98,Denver Nuggets,101,"15,232",Ball Arena,Regular Season
"Wed, November 10, 2021",9:00p,Portland Trail Blazers,109,Phoenix Suns,119,"15,672",Phoenix Suns Arena,Regular Season
"Wed, November 10, 2021",10:00p,Minnesota Timberwolves,110,Golden State Warriors,123,"18,064",Chase Center,Regular Season
"Wed, November 10, 2021",10:00p,Miami Heat,117,Los Angeles Lakers,120,"18,997",Crypto.com Arena,Regular Season
"Thu, November 11, 2021",7:00p,Toronto Raptors,115,Philadelphia 76ers,109,"20,112",Wells Fargo Center,Regular Season
"Thu, November 11, 2021",9:00p,Indiana Pacers,111,Utah Jazz,100,"18,306",Vivint SMarcht Home Arena,Regular Season
"Thu, November 11, 2021",10:30p,Miami Heat,109,Los Angeles Clippers,112,"16,150",Crypto.com Arena,Regular Season
"Fri, November 12, 2021",7:00p,New York Knicks,96,Charlotte Hornets,104,"19,257",Spectrum Center,Regular Season
"Fri, November 12, 2021",7:30p,Milwaukee Bucks,113,Boston Celtics,122,"19,156",TD Garden,Regular Season
"Fri, November 12, 2021",7:30p,Detroit Pistons,78,Cleveland Cavaliers,98,"17,095",Rocket Mortgage Fieldhouse,Regular Season
"Fri, November 12, 2021",8:00p,Portland Trail Blazers,104,Houston Rockets,92,"15,468",Toyota Center,Regular Season
"Fri, November 12, 2021",8:00p,Phoenix Suns,119,Memphis Grizzlies,94,"15,886",FedEx Forum,Regular Season
"Fri, November 12, 2021",8:00p,Brooklyn Nets,120,New Orleans Pelicans,112,"14,650",Smoothie King Center,Regular Season
"Fri, November 12, 2021",8:00p,Sacramento Kings,103,Oklahoma City Thunder,105,"12,881",Paycom Center,Regular Season
"Fri, November 12, 2021",8:30p,Dallas Mavericks,123,San Antonio Spurs,109,"13,425",AT&T Center,Regular Season
"Fri, November 12, 2021",9:00p,Atlanta Hawks,96,Denver Nuggets,105,"16,849",Ball Arena,Regular Season
"Fri, November 12, 2021",10:00p,Chicago Bulls,93,Golden State Warriors,119,"18,064",Chase Center,Regular Season
"Fri, November 12, 2021",10:30p,Minnesota Timberwolves,107,Los Angeles Lakers,83,"18,997",Crypto.com Arena,Regular Season
"Sat, November 13, 2021",5:00p,Miami Heat,111,Utah Jazz,105,"18,306",Vivint SMarcht Home Arena,Regular Season
"Sat, November 13, 2021",7:00p,Philadelphia 76ers,113,Indiana Pacers,118,"14,483",Gainbridge Fieldhouse,Regular Season
"Sat, November 13, 2021",7:00p,Memphis Grizzlies,101,New Orleans Pelicans,112,"14,358",Smoothie King Center,Regular Season
"Sat, November 13, 2021",7:00p,Washington Wizards,104,Orlando Magic,92,"17,272",Amway Center,Regular Season
"Sat, November 13, 2021",7:30p,Detroit Pistons,127,Toronto Raptors,121,"19,800",Scotiabank Arena,Regular Season
"Sat, November 13, 2021",8:00p,Boston Celtics,89,Cleveland Cavaliers,91,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Sat, November 13, 2021",10:30p,Minnesota Timberwolves,102,Los Angeles Clippers,129,"15,285",Crypto.com Arena,Regular Season
"Sun, November 14, 2021",3:30p,San Antonio Spurs,106,Los Angeles Lakers,114,"18,997",Crypto.com Arena,Regular Season
"Sun, November 14, 2021",6:00p,Milwaukee Bucks,100,Atlanta Hawks,120,"16,901",State Farm Arena,Regular Season
"Sun, November 14, 2021",7:00p,Golden State Warriors,102,Charlotte Hornets,106,"19,559",Spectrum Center,Regular Season
"Sun, November 14, 2021",7:00p,Phoenix Suns,115,Houston Rockets,89,"16,088",Toyota Center,Regular Season
"Sun, November 14, 2021",7:00p,Brooklyn Nets,120,Oklahoma City Thunder,96,"15,080",Paycom Center,Regular Season
"Sun, November 14, 2021",8:00p,Portland Trail Blazers,95,Denver Nuggets,124,"14,583",Ball Arena,Regular Season
"Sun, November 14, 2021",9:30p,Chicago Bulls,100,Los Angeles Clippers,90,"17,899",Crypto.com Arena,Regular Season
"Mon, November 15, 2021",7:00p,Boston Celtics,98,Cleveland Cavaliers,92,"17,186",Rocket Mortgage Fieldhouse,Regular Season
"Mon, November 15, 2021",7:00p,Sacramento Kings,129,Detroit Pistons,107,"10,092",Little Caesars Arena,Regular Season
"Mon, November 15, 2021",7:00p,New Orleans Pelicans,100,Washington Wizards,105,"13,914",Capital One Arena,Regular Season
"Mon, November 15, 2021",7:30p,Orlando Magic,111,Atlanta Hawks,129,"13,061",State Farm Arena,Regular Season
"Mon, November 15, 2021",7:30p,Indiana Pacers,84,New York Knicks,92,"16,792",Madison Square Garden (IV),Regular Season
"Mon, November 15, 2021",8:00p,Denver Nuggets,101,Dallas Mavericks,111,"19,797",American Airlines Center,Regular Season
"Mon, November 15, 2021",8:00p,Houston Rockets,102,Memphis Grizzlies,136,"11,482",FedEx Forum,Regular Season
"Mon, November 15, 2021",8:00p,Phoenix Suns,99,Minnesota Timberwolves,96,"16,274",Target Center,Regular Season
"Mon, November 15, 2021",8:00p,Miami Heat,103,Oklahoma City Thunder,90,"12,330",Paycom Center,Regular Season
"Mon, November 15, 2021",10:00p,Toronto Raptors,113,Portland Trail Blazers,118,"16,142",Moda Center,Regular Season
"Mon, November 15, 2021",10:30p,Chicago Bulls,121,Los Angeles Lakers,103,"18,997",Crypto.com Arena,Regular Season
"Tue, November 16, 2021",7:30p,Golden State Warriors,117,Brooklyn Nets,99,"17,732",Barclays Center,Regular Season
"Tue, November 16, 2021",10:00p,Philadelphia 76ers,85,Utah Jazz,120,"18,306",Vivint SMarcht Home Arena,Regular Season
"Tue, November 16, 2021",10:30p,San Antonio Spurs,92,Los Angeles Clippers,106,"13,298",Crypto.com Arena,Regular Season
"Wed, November 17, 2021",7:00p,Washington Wizards,87,Charlotte Hornets,97,"14,402",Spectrum Center,Regular Season
"Wed, November 17, 2021",7:00p,Indiana Pacers,89,Detroit Pistons,97,"11,457",Little Caesars Arena,Regular Season
"Wed, November 17, 2021",7:30p,Boston Celtics,99,Atlanta Hawks,110,"16,445",State Farm Arena,Regular Season
"Wed, November 17, 2021",7:30p,Cleveland Cavaliers,99,Brooklyn Nets,109,"16,922",Barclays Center,Regular Season
"Wed, November 17, 2021",7:30p,New Orleans Pelicans,98,Miami Heat,113,"19,600",FTX Arena,Regular Season
"Wed, November 17, 2021",7:30p,Los Angeles Lakers,102,Milwaukee Bucks,109,"17,341",Fiserv Forum,Regular Season
"Wed, November 17, 2021",7:30p,Orlando Magic,104,New York Knicks,98,"16,680",Madison Square Garden (IV),Regular Season
"Wed, November 17, 2021",8:00p,Sacramento Kings,97,Minnesota Timberwolves,107,"13,108",Target Center,Regular Season
"Wed, November 17, 2021",8:00p,Houston Rockets,89,Oklahoma City Thunder,101,"12,066",Paycom Center,Regular Season
"Wed, November 17, 2021",10:00p,Dallas Mavericks,98,Phoenix Suns,105,"14,838",Phoenix Suns Arena,Regular Season
"Wed, November 17, 2021",10:00p,Chicago Bulls,107,Portland Trail Blazers,112,"17,492",Moda Center,Regular Season
"Thu, November 18, 2021",7:30p,Golden State Warriors,104,Cleveland Cavaliers,89,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Thu, November 18, 2021",7:30p,Washington Wizards,97,Miami Heat,112,"19,600",FTX Arena,Regular Season
"Thu, November 18, 2021",8:00p,Los Angeles Clippers,108,Memphis Grizzlies,120,"13,419",FedEx Forum,Regular Season
"Thu, November 18, 2021",8:00p,San Antonio Spurs,90,Minnesota Timberwolves,115,"13,572",Target Center,Regular Season
"Thu, November 18, 2021",9:00p,Philadelphia 76ers,103,Denver Nuggets,89,"14,547",Ball Arena,Regular Season
